,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
560, karnataka,manager  data science and analytics,gale,bengaluru  karnataka,the candidate will be leading and managing a team of 2 5 junior data scientists   data scientists   senior data scientists   leads ,,/rc/clk?jk=aec91ebb99c6651f&fccid=d65cf0e290d6bfe1&vjs=3,08-14-2022,
561, karnataka,deep learning engineers   internship,conxai technologies gmbh,bengaluru  karnataka,you will support the building of prototypes on real world data  we are building the first no code ai platform for the construction industry  with the 3rd…,,/rc/clk?jk=2821120b9f839784&fccid=3223629b914c825f&vjs=3,08-09-2022,
563, tamil nadu,manager   product analytics,freshworks,chennai  tamil nadu,ensure that data and analysis is presented in a format that is appropriate for a varied audience using data visualization  dashboards  or other methods ,,/rc/clk?jk=6ece4102c8f291bc&fccid=37f39930e85bec2a&vjs=3,08-13-2022,
564,remote,remote staff machine learning engineer  usd compensation ,turing,remote,only candidates with 10  years of software development experience are eligible for this role    elite u s  jobs that provide higher salaries than local…,,/company/Turing/jobs/Staff-Machine-Learning-Engineer-dbea54321d185dae?fccid=9e91ba2e9cfc16b4&vjs=3,08-11-2022,
567, maharashtra,ciel sel 28116: data scientist,ciel hr services,pune  maharashtra,you can utilize all kinds of data sources  such as relational databases via sql  non relational databases  and any kind of web interface providing structured…,,/rc/clk?jk=57f24be2ef5f6d52&fccid=2b1e42f645eeaf1e&vjs=3,08-12-2022,
569, tamil nadu,deep learning engineer,client of p  s international hr consultants,chennai  tamil nadu,experienced in hyperparameter tuning  data augmentation  data wrangling  model optimization  and model deployment  total work: 1 year  preferred  ,,/company/P.-S-International/jobs/Deep-Learning-Engineer-6e6e55beca97d013?fccid=8e0910c65b0f554c&vjs=3,08-14-2022,
570,india,ai ml developer,openeyes technologies,india,study and transform data science prototypes  convert machine learning models into apis for applications accessibility  train and retrain systems when necessary ,,/rc/clk?jk=2c2426751d75f3e5&fccid=49c1728c8e9d5dbb&vjs=3,08-11-2022,
571,remote,remote senior machine learning engineer  python and c   ,turing,remote,establishing the infrastructure for preparing data and production grade data pipelines for text video training  experience in python or c   ,,/company/Turing/jobs/Senior-Machine-Learning-Engineer-0096fcce19a9f161?fccid=9e91ba2e9cfc16b4&vjs=3,08-16-2022,
572, karnataka,python programming language data science practitioner,accenture,bengaluru  karnataka,project role description :manage  architect and analyze big data in order to build data driven insights and high impact data models ,,/rc/clk?jk=067b9924097a1797&fccid=a4e4e2eaf26690c9&vjs=3,08-03-2022,
573, karnataka,ai architect,infosys limited,bengaluru  karnataka,a comprehensive understanding of the principles and best practices behind data engineering  and the supporting technologies such as rdbms  nosql  cache   in…,,/rc/clk?jk=33c73a2132916cab&fccid=c67533a523c83a4c&vjs=3,08-03-2022,
574, karnataka,data scientist,honeywell,bengaluru  karnataka,mine and analyze data from company databases to drive optimization and improvement of data quality  enhancing data quality using ai ml based approaches ,,/rc/clk?jk=d27f39a6a619b942&fccid=50208b5bf45ee3b8&vjs=3,08-03-2022,
575, maharashtra,machine learning engineer,botways tech,wakad  pune  maharashtra,select appropriate datasets and data representation methods  understanding of data structures  data modeling and software architecture ,,/rc/clk?jk=83c5d8b81184dc41&fccid=5dc984055144a551&vjs=3,08-05-2022,
576, karnataka,data scientist,aienterprise,bengaluru  karnataka,experience writing sql codes for data exploration  experience or willingness to learn tools to create data pipelines using airflow ,,/rc/clk?jk=d11c36503cc26496&fccid=89fc9bfba1bf23b7&vjs=3,08-01-2022,
577, karnataka,data science consultant   operation research,encore theme,bengaluru  karnataka,"you should be able to build a custom function module with medium complexity program logic  minimum work experience: 5   8 years ""as a consultant  you should…",,/rc/clk?jk=4a8c7d96b4c02481&fccid=68467f8543d168c0&vjs=3,08-03-2022,
578, karnataka,risk   ccb   fraud risk  data science    associate,jpmorgan chase bank  n a ,bengaluru  karnataka,"perform ad hoc exploratory statistics and data mining tasks on diverse datasets from small scale to ""big data"" ",,/rc/clk?jk=b39d0675550a246f&fccid=aaf3b433897ea465&vjs=3,08-05-2022,
579, karnataka,data science engineer   pulse,cgi inc,bengaluru  karnataka,experience in data processing using traditional and distributed systems  e g mongodb  airflow   master’s degree in computer science  related technical field or…,,/rc/clk?jk=54c862f05ed58002&fccid=43a69183767d4301&vjs=3,08-06-2022,
580, karnataka,applied scientist ii,aispl   tamil nadu,bengaluru  karnataka,phd in electrical engineering  computer science  mathematics or physics with specialization in speech recognition  natural language processing  machine…,,/rc/clk?jk=873560bd6b0b18cb&fccid=fe2d21eef233e94a&vjs=3,08-02-2022,
581, karnataka,associate   machine learning engineer,ey,bengaluru  karnataka,experience with data wrangling techniques preprocessing and post processing requirements for ml solutions  executes relevant data wrangling activities related…,,/rc/clk?jk=a9359a86aa14479a&fccid=1544766d4c2915b0&vjs=3,08-04-2022,
582, karnataka,ai architect,ibm,bengaluru  karnataka,proven ability in solutioning covering data ingestion  data cleansing  etl  data mart creation and exposing data for consumers ,,/rc/clk?jk=25401a53e600d43f&fccid=de71a49b535e21cb&vjs=3,08-07-2022,
583, karnataka,data scientist,fusemachines,bengaluru  karnataka,design  develop and optimize data pipelines to support analytics products   using azureml  pyspark and other python libraries  mlops experience is a plus ,,/rc/clk?jk=8cf3461be49030a2&fccid=b711a2a28448b767&vjs=3,08-04-2022,
584, haryana,associate consultant   tech consulting   national   data   a   ,ey,gurgaon  haryana,data migration  big data activities    analyze data in existing data warehouse  understand target data model  develop scripts to move data from the existing…,,/rc/clk?jk=c5e3029d457f739a&fccid=1544766d4c2915b0&vjs=3,08-06-2022,
585, karnataka,data scientist,simpplr,bengaluru  karnataka,develop scalable algorithms using nlp  deep learning that work well with high volumes of structured and unstructured data ,,/rc/clk?jk=7beaa8f69035f834&fccid=598d65d7db19fd4d&vjs=3,08-02-2022,
586, karnataka,analyst ii  global hr data analytics,harman international,bengaluru  karnataka,participate in prism data model design  knowledge and understanding of data manipulation is essential  concisely summarize data to create compelling analyses…,,/rc/clk?jk=4664ca1f745acf19&fccid=4faf342d2307e9ed&vjs=3,08-01-2022,
587, maharashtra,data scientist,siemens,pune  maharashtra,5  years of experience in data scientist role  you will be part of siemens advanta energy team with long time experience in collecting operational data of power…,,/rc/clk?jk=21049693b66ba21e&fccid=ea6bb53f0b18b8f2&vjs=3,08-06-2022,
588, kerala,ai ml architect,ey,thiruvananthapuram  kerala,gathers data on implementation outcomes  follows standards  processes and methodologies to develop each phase of data architecture  e g   data manipulating…,,/rc/clk?jk=6e5ebcd8d29cf185&fccid=1544766d4c2915b0&vjs=3,08-07-2022,
589, telangana,data scientist,cognitivecare,remote in hyderabad  telangana,setting up data infrastructure to store and analyze data for getting information and insights from data to find answers to specific questions ,,/rc/clk?jk=15ae477c0c20a92f&fccid=c63acafb46099a4e&vjs=3,08-02-2022,
590, delhi,data scientist,razorgroup,delhi  delhi,you developing quantitative models  leveraging machine learning and advanced data analysis techniques to  dealing with evolving and complex data schemas is a…,,/rc/clk?jk=25053ff05731ca73&fccid=8aea627ebf4bbb2f&vjs=3,08-02-2022,
591, karnataka,data scientist,ibm,bengaluru  karnataka,expertise in deep data and analytics  enhance performance by applying advanced mathematical modeling  data analytics  optimization  and machine learning…,,/rc/clk?jk=2dd2b9850643086f&fccid=de71a49b535e21cb&vjs=3,08-02-2022,
592, karnataka,data scientist   risk platform,go jek,bengaluru  karnataka,collaborate with analysts  data scientists  product managers  validation teams across the risk organization  this will entail identifying relevant data sources …,,/rc/clk?jk=45fc30e51ca23961&fccid=35c79097c1f63f3d&vjs=3,08-05-2022,
593, tamil nadu,data scientist   marketing analytics,shell,chennai  tamil nadu,manage and drive the data collection part and setup guidelines on the data format  assess data availability and modeling feasibility ,,/rc/clk?jk=306f98fd8c10ad53&fccid=167aa4ca2fe7d8e6&vjs=3,08-03-2022,
594, telangana,people analytics   reporting   data visualization   analyst,deloitte,hyderabad  telangana,ensure quality deliverables through proper data extraction  data cleanup  formatting  and data validation  must have real time experience to develop new tableau…,,/rc/clk?jk=54e233ec4aacdce0&fccid=9e215d88a6b33622&vjs=3,08-02-2022,
595, maharashtra,senior data scientist,nice,pune  maharashtra,guardian analytics is seeking data scientists  mathematicians statisticians  and computer scientists to develop  analyze and program cutting edge algorithms…,,/rc/clk?jk=df5d7880609f27ba&fccid=48d865ee21517f2f&vjs=3,08-04-2022,
596,india,data scientist,orange business services,india,knowledge of using statistical languages  python  scala  sql  etc   to manipulate data and draw insights from large data sets  4  years of experience  has a b ,,/rc/clk?jk=0084cab142480364&fccid=24d2bacb9e5b24ee&vjs=3,08-02-2022,
597, haryana,lead data scientist   2,mastercard,temporarily remote in gurgaon  haryana,you’ll work as a part of a product focussed team including product managers  data scientists  developers and devops ,,/rc/clk?jk=168631c78946e796&fccid=10b5c722d846df43&vjs=3,08-05-2022,
598, karnataka,data scientist,applied materials,bengaluru  karnataka,good to have prior experience in data analysis using descriptive statistical analysis techniques such as univariate  multivariate analysis to describe and…,,/rc/clk?jk=03f23e7bf983e3f1&fccid=6c6f37e2a6cb4c55&vjs=3,08-02-2022,
599, haryana,data engineer,ibm,gurgaon  haryana,expertise in deep data and analytics  enhance performance by applying advanced mathematical modeling  data analytics  optimization  and machine learning…,,/rc/clk?jk=f7295a8b45d99136&fccid=de71a49b535e21cb&vjs=3,08-02-2022,
600, tamil nadu,data scientist,balbhas,chennai  tamil nadu,job description: microsoft azure stack databricks azure data factory  ci cd devops tools and practices azure data pipelines ,,/rc/clk?jk=726fef154f262223&fccid=1e8dcf1805a0b695&vjs=3,08-05-2022,
601, chandigarh,ai ml engineer,qritrim,chandigarh  chandigarh,experience in verifying data quality  and or ensuring it via data cleaning  exploring and visualizing data to gain an understanding of it  then identifying…,,/rc/clk?jk=fd906e6710adff1c&fccid=e9a54edb16f57e1b&vjs=3,08-05-2022,
602, karnataka,data scientist lead,encore theme,bengaluru  karnataka,collaborate with different colleges and institutes forrecruitment  joint research initiatives and provide data science courses  support go to market strategy ,,/rc/clk?jk=1baac5a85bbf63be&fccid=68467f8543d168c0&vjs=3,08-03-2022,
603, maharashtra,data analytics   insight   supervisor,mercer,mumbai  maharashtra,understanding of data science  data architecture  data quality and governance standards  drafting technical reports that outline a statistical methodology and…,,/rc/clk?jk=7ab0bef9253ccfdd&fccid=d9f4e1b2980098ea&vjs=3,08-02-2022,
604, telangana,senior associate  data scientist  data first ,dbs bank,hyderabad  telangana,the hired data scientist will be part of the datafirst   analytics centre of excellence  data scientists to develop advance analytics solutions  especially in…,,/rc/clk?jk=b0923bb1e1b8cb38&fccid=cc1f9ea511d140fe&vjs=3,08-04-2022,
605, haryana,forecasting systems   data analytics analyst,s p global,gurgaon  haryana,proven experience with data automation using analytical skills is essential  to work closely with various stakeholders and key technology partners to understand…,,/rc/clk?jk=70343faf580c2d44&fccid=b716e44d2c6283e7&vjs=3,08-01-2022,
606, karnataka,decision scientist   gomart,go jek,remote in bengaluru  karnataka,assimilate huge volumes of data and provide key insights using statistical tools and data visualization methods to product and business teams ,,/rc/clk?jk=8a891fd84bfec5ad&fccid=35c79097c1f63f3d&vjs=3,08-05-2022,
607, karnataka,sr  data scientist   1,dunzo,bengaluru  karnataka,sr  data scientist at dunzo is expected to work on deeply technical data science projects of company wide impact  experience in supply chain modeling ,,/rc/clk?jk=4f6c329ec2504281&fccid=b6ebd4fe16ecb144&vjs=3,08-04-2022,
608, maharashtra,data scientist,tridiagonal solutions,pune  maharashtra,effective mining of data and analysis of data to build performance model and decision support frameworks such as predictive analytics ,,/rc/clk?jk=ee1880b2cd3f6871&fccid=88c8c169cd0f64a4&vjs=3,08-03-2022,
2, karnataka,ai ml   data science engineer  data scientist  senior junior   ,predictive research inc,bengaluru  karnataka,extensive knowledge of ml frameworks  libraries  data structures  data modeling  and sql scripting  conduct exploratory analysis and ensure data adequacy ,15000.0,/company/Predictive-Research-Inc/jobs/Ai-Ml-6efde6940984aee8?fccid=dd616958bd9ddc12&vjs=3,08-28-2022,year
31, telangana,data scientist,inumellas consultancy services,hyderabad  telangana,expertise in dialog flow api  deep learning  nlp  machine learning algorithms  sql  neo4j  dockers  redis  should have working with deep learning models such as…,39000.0,/company/Inumellas-Consultancy-Services/jobs/Data-Scientist-fd5a89e73273cbe3?fccid=db2cca3d9451cb23&vjs=3,08-27-2022,year
33, uttar pradesh,ai   machine learning developer,asuun wellness private limited,remote in noida  uttar pradesh,understanding of machine learning techniques  data structures  algorithms and statistics  this is the permanent  work from home  wfh   position and person…,110000.0,/company/ASUUN-WELLNESS-PRIVATE-LIMITED/jobs/Ai-Machine-Learning-Developer-6b1fededaa3d05ae?fccid=fefa3a5fec92a4de&vjs=3,08-27-2022,year
36, maharashtra,head of academics   data science   data analytics  mumbai,morpheus human consulting,mumbai  maharashtra,experience as data analyst or as academic coordinator  experience: minimum 1 year experience as data analyst or as academic coordinator ,800000.0,/company/Morpheus-Human-Consulting/jobs/Head-Academic-9f11b99e5b08ee92?fccid=b11361d0457f795a&vjs=3,08-27-2022,year
38, maharashtra,business intelligence  data visualization developer   data a   ,morpheus human consulting,mumbai  maharashtra,understand the data structure and prep the data for analytics  we combine data science with pragmatic business experience to develop advanced — yet…,46000.0,/company/Morpheus-Human-Consulting/jobs/Business-Intelligence-5e85822f3def085a?fccid=b11361d0457f795a&vjs=3,08-27-2022,year
39, karnataka,deep learning deployment engineer  cloud ,conxai technologies gmbh,bengaluru  karnataka,we are building the first no code ai platform for the aec industry  with the 3rd generation explainable ai  that allows users to create complex use cases with…,240000.0,/rc/clk?jk=17015a5c0fdd4a25&fccid=3223629b914c825f&vjs=3,08-27-2022,year
40, maharashtra,full stack developer   data analytics  mumbai,morpheus human consulting,mumbai  maharashtra,integrating data from various back end services and databases  we combine data science with pragmatic business experience to develop advanced — yet…,800000.0,/company/Morpheus-Human-Consulting/jobs/Full-Stack-Developer-Data-Analytic-c3f5436a01f8df33?fccid=b11361d0457f795a&vjs=3,08-27-2022,year
70, haryana,deep learning engineer,mee 2 bee,gurgaon  haryana,rs 2 000 000 00   2 500 000 00  indian rupee   job openings deep learning engineer  about the job deep learning engineer  what you’ll get to do:,225000.0,/rc/clk?jk=1900bfd91772a8a8&fccid=dd616958bd9ddc12&vjs=3,08-26-2022,year
79, karnataka,ai ml engineer || bangalore,talent ladder consulting,bengaluru  karnataka,collaborate with a team of data scientists and engineers to achieve team goals  developing and enhancing algorithms and models to solve business problem ,175000.0,/company/Talent-Ladder-Consulting/jobs/Ai-Ml-Engineer-Bangalore-53388ec3b1a21ea8?fccid=91163a540743a519&vjs=3,08-26-2022,year
80, haryana,data scientist,six sails group,faridabad  haryana,compile and analyze complex excel models from raw data  proficient in advanced excel   modeling  pivot tables  data analysis  etc ,27524.0,/company/Six-Sails-Group/jobs/Data-Scientist-67cd0e43dcf4bd52?fccid=371be94b98cdc8a0&vjs=3,08-26-2022,year
82, telangana,data analyst   it,maan source,hyderabad  telangana,in this role  you will be responsible for gathering insights using various data analysis and modelling techniques from retail sales data and primary data set ,60000.0,/company/Maan-Source/jobs/Data-Analyst-db706000778c3882?fccid=b8e00c022f23e543&vjs=3,08-26-2022,year
86, karnataka,ai ml architect,kaleyra,bengaluru  karnataka,identifies gaps  inefficiencies and potential risks in existing data management processes  participates in designing blueprints on how to structure  store and…,450000.0,/rc/clk?jk=e8f35e8502c90ea5&fccid=3519e1f22044b98a&vjs=3,08-26-2022,year
113, punjab,data scientist,orbit technical solutions,mohali  punjab,analyze data for trends and patterns  and interpret data with a clear objective in mind  4  years experience in data science ,6000.0,/rc/clk?jk=de63e3a9bf1c247d&fccid=ff375204322da165&vjs=3,08-25-2022,year
127, karnataka,data scientist,wn infotech,bengaluru  karnataka,analyze data for trends and patterns  and interpret data with a clear objective in mind  devise and utilize algorithms and models to mine big data stores …,40000.0,/company/WN-Infotech/jobs/Data-Scientist-39897e6a0bcf39c7?fccid=d388aa1dcfc59afa&vjs=3,08-28-2022,year
129, karnataka,machine learning engineer,wn infotech,bengaluru  karnataka,extensive knowledge of ml frameworks  libraries  data structures  data modeling  and software architecture  turning unstructured data into useful information by…,40000.0,/company/WN-Infotech/jobs/Machine-Learning-Engineer-8fcc2f44d2f0097a?fccid=d388aa1dcfc59afa&vjs=3,08-28-2022,year
130, karnataka,machine learning scientist,wn infotech,bengaluru  karnataka,have an understanding of data structures  data modeling  and software architecture  drive the vision for modern data and analytics platform to deliver well…,40000.0,/company/WN-Infotech/jobs/Machine-Learning-Scientist-2c105163ab97db60?fccid=d388aa1dcfc59afa&vjs=3,08-28-2022,year
135, maharashtra,ml devops engineer   data analytics industry   mumbai,morpheus human consulting,andheri  mumbai  maharashtra,take offline models data scientists build and turn them into a real machine learning production system  design the data pipelines and engineering infrastructure…,175000.0,/company/Morpheus-Human-Consulting/jobs/Ml-Devop-Engineer-297beaff89814563?fccid=b11361d0457f795a&vjs=3,08-25-2022,year
150, karnataka,data scientist,vbeyond corporation,bengaluru  karnataka,work with data scientists to operationalize machine learning models  create data tools for analytics and data scientist team members that assist them in…,325000.0,/rc/clk?jk=42a4a80fcf36a512&fccid=880f4c13656df46d&vjs=3,08-24-2022,year
175, kerala,data scientist,techvantage analytics,thiruvananthapuram  kerala,undertake preprocessing of structured and unstructured data  identify valuable data sources and automate collection processes ,32500.0,/rc/clk?jk=93e61fba9c2f28f4&fccid=d65daff4af8a9f4f&vjs=3,08-24-2022,year
176, uttar pradesh,azure solution architect data and ai,cynarissolutions,meerut  uttar pradesh,experience in big data workloads like hdinsight  hadoop  spark   expertise in two or more data estate workloads like teradata  oracle exadata  ibm netezza  sap …,45818.0,/company/cynarissolutions/jobs/Azure-Solution-Architect-Data-Ai-9630a14d9ef397a6?fccid=1c2df553b50179da&vjs=3,08-24-2022,year
177, telangana,conversational ai bot developer,focusit tech systems private limited,hyderabad  telangana,focusit is looking for a  conversational ai bot developer  to join our growing ai and data science team  experience designing and implementing conversational…,27500.0,/company/FocusIT-Tech-Systems-Pvt-Ltd/jobs/Conversational-Ai-Bot-Developer-13b61319800a46e1?fccid=169904ca9a275a4a&vjs=3,08-27-2022,year
178, punjab,data scientist,mabzone it solutions,mohali  punjab,minimum 3 years of proven experience as a data scientist using python  aws   nodejs  understanding of machine learning and operations research ,58000.0,/company/mabzone/jobs/Data-Scientist-1c0c627f136eb95c?fccid=337e5aac44625657&vjs=3,08-25-2022,year
183, tamil nadu,artificial intelligence engineer,vingsfire hrim pvt ltd,chennai  tamil nadu,experience working with large data sets and writing efficient code capable of processing large data streams at speed  job qualifications and skill sets  ,30000.0,/company/Vingsfire-HRIM-Pvt-Ltd/jobs/Artificial-Intelligence-Engineer-22ae97464b6fb434?fccid=2cab18cb21ce060e&vjs=3,08-24-2022,year
207, rajasthan,artificial intelligence   ml engineer,vaibhav global,jaipur  rajasthan,use machine learning on a set of data inputs in a software development life cycle  since the start of this program six years ago  we have distributed 54 million…,800000.0,/rc/clk?jk=8962a53e22238b87&fccid=54c3d825f63ccff5&vjs=3,08-23-2022,year
231, uttar pradesh,senior data scientist, kreate,ghaziabad  uttar pradesh,work on weather data sources  study current status of statistics machine learning algorithms for re forecasting  error analysis and review the r code ,3000000.0,/company/Kreate-Technologies/jobs/Senior-Data-Scientist-6ab8140dd16f8076?fccid=ee16240f568d83f9&vjs=3,08-25-2022,year
232, goa,hiring data scientist at elixir ai,intelliveiw,verna  goa,ability to handle large data sets and proven ability to align business strategies  hands on experience on analytical tools like power bi  tableau  r  python ,17000.0,/company/Intelliveiw/jobs/Data-Scientist-At-Elixir-Ai-09cadbe88a365362?fccid=7223d013b4abfe13&vjs=3,08-23-2022,year
233, goa,hiring for data scientist in goa   elixir ai,intelliveiw,verna  goa,ability to handle large data sets and proven ability to align business strategies  hands on experience on analytical tools like power bi  tableau  r  python ,17200.0,/company/Intelliveiw/jobs/Data-Scientist-Goa-9b7a7a821557e44b?fccid=7223d013b4abfe13&vjs=3,08-23-2022,year
234, haryana,data scientist,numero mobile pvt ltd,gurgaon  haryana,> should have intermediary knowledge of ms excel  > good at spoken and written english  > social media knowledge   since the profile would also include…,27000.0,/company/Numero-Mobile-Pvt-Ltd/jobs/Data-Scientist-13a21c1c390a1f26?fccid=293b32661d98fa7a&vjs=3,08-27-2022,year
240, karnataka,ml engineer,machstatz business solutions private limited,bengaluru  karnataka,analyse data for trends and patterns and interpret data with a clear objective in mind  devise and utilize algorithms and models to mine big data stores …,40000.0,/company/Machstatz-Business-Solutions/jobs/Ml-Engineer-a0a8c32177f86679?fccid=460eeb7e9208801b&vjs=3,08-26-2022,year
243, karnataka,deep learning deployment engineer  edge ai ,conxai technologies gmbh,bengaluru  karnataka,the technology will scale in public private cloud across a rapidly increasing number of customers in multiple geographies  while processing and rendering large…,240000.0,/rc/clk?jk=0147aa256832ace0&fccid=3223629b914c825f&vjs=3,08-23-2022,year
257, karnataka,senior big data developer permanent  optum  landmark,orcapod,bengaluru  karnataka,6 to 8 years of work experience in etl  data warehousing  data modelling  data operations  excellent systems and data analysis skills ,65000.0,/rc/clk?jk=e6f601acde3be89c&fccid=005128efbe5cd758&vjs=3,08-22-2022,year
260, karnataka,lead data scientist,multirecruit,bengaluru  karnataka,strong in problem solving  algorithms and data structures  looking for a highly competent and passionate data scientist for an existing product ,375000.0,/company/Multirecruit/jobs/Lead-Data-Scientist-62a94d01d7011c47?fccid=b94c64777ff63d5e&vjs=3,08-22-2022,year
261, telangana,data science trainer,innomatics research labs,nizampet  hyderabad  telangana,minimum 4  years of experience in machine learning   data analytics  expert knowledge in python  statistics  machine learning  artificial neural networks …,1200000.0,/company/Innomatics-Research-Labs/jobs/Data-Science-Trainer-c8e4ce7e12ec1b3d?fccid=12c8cee80e07dac8&vjs=3,08-27-2022,year
264, tamil nadu,natural language processing engineer  nlp ,tenacitics inc,remote in nungambakkam  chennai  tamil nadu,study and transform data science prototypes  understanding of nlp techniques for text representation  semantic extraction techniques  data structures and…,600000.0,/company/Tenacitics-India-Pvt-Ltd/jobs/Natural-Language-Processing-Engineer-bfbc4dfbff560a92?fccid=b271c37a58f778db&vjs=3,08-25-2022,year
368, tamil nadu,data science consultant,intechhub solutions,remote in salem  tamil nadu,experience working with complex data architectures  experience using statistical computer languages  r  python  slq  etc   to manipulate data and draw insights…,32500.0,/company/InTechHub-Solutions/jobs/Data-Science-Consultant-b951db7f1f1a0090?fccid=192d53fc7b304787&vjs=3,08-19-2022,year
372, telangana,data scientist consultant,serendipity corporate services,hyderabad  telangana,understanding of data structures  data modelling and software architecture  transforming data science prototypes and applying appropriate ml algorithms and…,225000.0,/company/serendipity-corporate-services/jobs/Data-Scientist-Consultant-172ec5242c69ef56?fccid=a2ddb081299566b5&vjs=3,08-20-2022,year
374, maharashtra,data scientist,t concepts resources pvt ltd,pune  maharashtra,you are experienced in solving real world problems with data science techniques and have successfully put data science models into production with proven value ,225000.0,/company/T-Concepts-Resources-Pvt-Ltd/jobs/Data-Scientist-5fa37f90976e9918?fccid=de67655f8c35501c&vjs=3,08-24-2022,year
375, karnataka,data scientist,serendipity corporate services,bengaluru  karnataka,primary skills :   data science   ml    nlp  computer vision and sql  ability to read and implement research papers and propose solutions and strategies to…,175000.0,/company/serendipity-corporate-services/jobs/Data-Scientist-d8c540f702cd5b09?fccid=a2ddb081299566b5&vjs=3,08-26-2022,year
380, karnataka,data scientist  2 4 yrs    bengaluru,add on it systems,bengaluru  karnataka,present information using data visualization techniques  undertake preprocessing of structured and unstructured data  experience with statistical analysis ,30357.5,/company/Add-On-IT-Systems/jobs/Data-Scientist-a242b5f6826282ff?fccid=d5fb75f3e7e3df01&vjs=3,08-20-2022,year
384, kerala,urgent requirement for ai engineer,pinnacle software and services pvt ltd,thiruvananthapuram  kerala,the internship involves developing various solutions related to nlp and data science  we aim to provide products for building better accounting and various…,27500.0,/company/Pinnacle-Software-and-Services-Pvt-Ltd/jobs/Requirement-Ai-Engineer-c8d06a0e53cb637d?fccid=a3b776ec3d9d85cc&vjs=3,08-19-2022,year
386, maharashtra,head of academics   data science,boston institute of analytics,andheri  mumbai  maharashtra,minimum 1 year experience as data analyst or as academic coordinator  develop educational process and policies to meet curriculum goals ,70000.0,/company/Spinnaker-Corporate-Advisors/jobs/Head-Academic-6b695091cc6b4362?fccid=9479f314b75ab640&vjs=3,08-24-2022,year
395, maharashtra,data science academic head,client of dreamrose consultants,mumbai  maharashtra,minimum 1 year experience as data analyst or as academic coordinator  develop educational process and policies to meet curriculum goals ,800000.0,/company/dream-rose-consultancy/jobs/Data-Science-Academic-Head-c6993bffcafed883?fccid=7deecbba1a829800&vjs=3,08-20-2022,year
450,india,computer vision engineer 7 14lpa ,zigup,india,skills required: • strong experience in python and writing fault tolerant code • plenty of expertise in image processing  opencv  scipy and numpy • good…,42000.0,/rc/clk?jk=a6c748a39792daa4&fccid=ce6cd235b9f7009e&vjs=3,08-08-2022,year
471, maharashtra,computer vision engineer,rs consultants,pune  maharashtra,you will be developing pipelines to automate workflows for data preparation  data preprocessing  model training and validation ,150000.0,/rc/clk?jk=b5e3e88ad5a57dde&fccid=a0f16c8c7f9205c3&vjs=3,08-12-2022,year
475, karnataka,data science application developer,teksands,bengaluru  karnataka,location: bangalore experience: 5 10 years salary: 6 00 000   7 00 000 industry: it services   consulting category: java employment type: full time ,65000.0,/rc/clk?jk=b4b1939a946a67a0&fccid=daccc80641c5edae&vjs=3,08-10-2022,year
507, maharashtra,deep learning engineer,p s international hr consultants,navi mumbai  maharashtra,experienced on hyperparameter tuning  data augmentation  data wrangling  model optimization and model deployment ,52500.0,/rc/clk?jk=48691b29a6043ed9&fccid=42acaf71765969ab&vjs=3,08-14-2022,year
527, karnataka,nlp | ml engineer,recex,bengaluru  karnataka,work with data engineers to develop data pipelines  infrastructure and real time systems  we encourage our engineers to take ownership over technical and…,180000.0,/rc/clk?jk=37e40cbb690b22ae&fccid=572096e95cbcbad7&vjs=3,08-09-2022,year
529, karnataka,data scientist,global technologies,bengaluru  karnataka,partner with other internal external teams to facilitate development or implementation of identified analytics solutions  work closely with it teams wherever…,32728.5,/company/GLOBAL-TECHNOLOGIES/jobs/Data-Scientist-504bd9e8e6e0872e?fccid=e53b4e475707c8ed&vjs=3,08-24-2022,year
530, madhya pradesh,data scientist,imentus technologies,indore  madhya pradesh,data mining or extracting usable data from valuable data sources  carrying out preprocessing of structured and unstructured data ,32500.0,/company/iMentus-Technologies/jobs/Data-Scientist-b21b6e571387d8b2?fccid=19ce28b923229534&vjs=3,08-24-2022,year
534, tamil nadu,offshore consultant data science   analytics,days group of companies,chennai  tamil nadu,extensive experience with the use of sas base  sas sql  sas macros  sas   ods  graphs  sql  a specialist knowledge of advanced sas coding background ,275000.0,/company/Days-Group-of-Company/jobs/Offshore-Consultant-Data-Science-Analytic-18d06aba56170182?fccid=5c896758ab6cb561&vjs=3,08-25-2022,year
536, uttar pradesh,data science trainer,vm coder technology solutions pvt  ltd ,noida  uttar pradesh,2 years’ experience in data science  we are looking for a it person who has enough knowledge on data science that he she can give classes seminar on them on…,35000.0,/company/VM-Coder-Technology-Solutions-Pvt.-Ltd./jobs/Data-Science-Trainer-f2bdee95ccf85f3e?fccid=f3422c5e94fe6707&vjs=3,08-13-2022,year
539, maharashtra,machine learning engineer,pragmatic techsoft pvt  ltd,pune  maharashtra,must have experience working with unstructured data related to text  voice  video and image analytics  design  implement  test  deploy and maintain innovative…,57647.5,/company/Pragmatic-Techsoft-Pvt-Ltd/jobs/Machine-Learning-Engineer-100aece529e3a534?fccid=a9b0a846abf171ff&vjs=3,08-27-2022,year
